Tag,Bank,2023-12-31  ,2023-09-30  ,2023-06-30  ,2023-03-31  ,2022-12-31  ,2022-09-30  ,2022-06-30  ,2022-03-31  ,2021-12-31  ,2021-09-30  ,2021-06-30  ,2021-03-31  ,2020-12-31  ,2020-09-30  ,2020-06-30  ,2020-03-31  ,2019-12-31  ,2019-09-30  ,2019-06-30  ,2019-03-31  ,2018-12-31  ,2018-09-30  ,2018-06-30  ,2018-03-31  ,2017-12-31  ,2017-09-30  ,2017-06-30  ,2017-03-31  ,2016-12-31  ,2016-09-30  ,2016-06-30  ,2016-03-31  ,2015-12-31  ,2015-09-30  ,2015-06-30  ,2015-03-31  ,2014-12-31  ,2014-09-30  ,2014-06-30  ,2014-03-31  ,2013-12-31  ,2013-09-30  ,2013-06-30  ,2013-03-31  ,2012-12-31  ,2012-09-30  ,2012-06-30  ,2012-03-31  ,2011-12-31  ,2011-09-30  ,2011-06-30  ,2011-03-31  ,2010-12-31  ,2010-09-30  ,2010-06-30  ,2010-03-31  ,2009-12-31  ,2009-09-30  ,2009-06-30  ,2009-03-31  ,2008-12-31  ,2008-09-30  ,2008-06-30  ,2008-03-31  ,2007-12-31  ,2007-09-30  ,2007-06-30  ,2007-03-31  ,2006-12-31  ,2006-09-30  ,2006-06-30  ,2006-03-31  ,2005-12-31  ,2005-09-30  ,2005-06-30  ,2005-03-31  ,2004-12-31  ,2004-09-30  ,2004-06-30  ,2004-03-31  ,2003-12-31  ,2003-09-30  ,2003-06-30  ,2003-03-31  ,2002-12-31  ,2001-12-31  ,2000-12-31  ,1999-12-31  ,1998-12-31  ,1997-12-31  ,1996-12-31  ,1995-12-31  ,1994-12-31  ,1993-12-31  
Interest income: Lease financing receivables,regions-bank,"$77,000,000","$54,000,000","$39,000,000","$19,000,000","$76,000,000","$56,000,000","$36,000,000","$18,000,000","$86,000,000","$67,000,000","$45,000,000","$23,000,000","$87,000,000","$64,000,000","$41,000,000","$15,000,000","$61,000,000","$45,000,000","$30,000,000","$15,000,000","$49,897,000","$35,743,000","$22,567,000","$13,484,000","$49,320,000","$43,623,000","$29,603,000","$15,225,000","$49,982,000","$34,802,000","$28,007,000","$18,704,000","$53,467,000","$54,657,000","$36,062,000","$17,625,000","$75,353,000","$57,014,000","$38,439,000","$18,722,000","$81,316,000","$60,974,000","$39,760,000","$19,286,000","$75,354,000","$56,027,000","$36,350,000","$20,132,000","$86,427,000","$65,825,000","$44,762,000","$22,877,000","$120,016,000","$91,029,000","$60,441,000","$30,496,000","$167,745,000","$135,787,000","$86,086,000","$49,749,000","$168,964,000","$111,943,000","$101,774,000","$46,588,000","$164,594,000","$123,595,000","$81,385,000","$41,218,000","$80,653,000","$44,947,000","$28,882,000","$14,093,000","$52,285,000","$38,741,000","$25,673,000","$12,712,000","$51,010,000","$38,286,000","$25,966,000","$13,039,000","$52,888,000","$39,826,000","$25,398,000","$12,901,000","$55,335,000","$48,370,000","$34,258,000","$20,684,000","$16,469,000","$12,583,000","$8,246,000","$7,432,000","$6,464,000","$6,505,000"
Interest Income: Balance due from depository inst,regions-bank,"$321,000,000","$241,000,000","$153,000,000","$75,000,000","$242,000,000","$141,000,000","$59,000,000","$13,000,000","$30,000,000","$20,000,000","$11,000,000","$4,000,000","$10,000,000","$6,000,000","$3,000,000","$2,000,000","$15,000,000","$11,000,000","$8,000,000","$3,000,000","$24,464,000","$20,275,000","$13,843,000","$6,985,000","$23,348,000","$16,189,000","$9,957,000","$5,392,000","$14,276,000","$11,061,000","$7,157,000","$4,252,000","$6,992,000","$4,487,000","$3,039,000","$1,748,000","$7,371,000","$5,887,000","$3,851,000","$2,112,000","$5,836,000","$4,311,000","$2,807,000","$1,691,000","$7,452,000","$5,877,000","$4,396,000","$2,732,000","$12,237,000","$9,093,000","$5,393,000","$2,305,000","$11,485,000","$8,938,000","$6,871,000","$3,161,000","$15,442,000","$12,447,000","$8,732,000","$2,929,000","$7,958,000","$666,000","$516,000","$347,000","$2,308,000","$1,968,000","$1,566,000","$1,305,000","$1,664,000","$1,014,000","$618,000","$373,000","$779,000","$520,000","$60,000","$44,000","$87,000","$59,000","$40,000","$22,000","$215,000","$178,000","$66,000","$47,000","$730,000","$11,014,000","$1,181,000","$1,732,000","$4,261,000","$1,294,000",$0,$0,$0,"$161,000"
Interest income: Securities,regions-bank,"$768,000,000","$572,000,000","$384,000,000","$195,000,000","$699,000,000","$476,000,000","$304,000,000","$147,000,000","$538,000,000","$403,000,000","$268,000,000","$136,000,000","$587,000,000","$451,000,000","$311,000,000","$162,000,000","$653,000,000","$498,000,000","$336,000,000","$171,000,000","$635,361,000","$472,644,000","$316,467,000","$159,382,000","$599,632,000","$447,308,000","$298,913,000","$148,254,000","$565,489,000","$425,962,000","$291,394,000","$146,697,000","$562,504,000","$423,170,000","$286,184,000","$144,942,000","$582,949,000","$439,398,000","$293,399,000","$146,130,000","$570,744,000","$427,758,000","$291,582,000","$147,413,000","$647,861,000","$497,760,000","$336,129,000","$165,102,000","$724,925,000","$567,173,000","$398,800,000","$198,625,000","$840,657,000","$655,510,000","$449,745,000","$233,642,000","$948,785,000","$698,712,000","$471,090,000","$236,296,000","$810,030,000","$600,512,000","$396,222,000","$194,617,000","$838,422,000","$640,749,000","$435,156,000","$220,712,000","$587,298,000","$387,390,000","$251,527,000","$124,578,000","$422,085,000","$301,227,000","$181,009,000","$91,818,000","$356,114,000","$262,937,000","$169,997,000","$88,881,000","$358,666,000","$270,894,000","$189,052,000","$97,970,000","$411,378,000","$464,750,000","$601,696,000","$562,529,000","$432,887,000","$214,100,000","$158,976,000","$133,043,000","$113,462,000","$97,670,000"
Interest income: Trading accounts,regions-bank,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$18,000","$18,000","$18,000","$18,000","$3,846,000","$2,738,000","$2,174,000","$1,944,000","$3,736,000","$3,222,000","$2,876,000","$2,594,000","$4,404,000","$3,945,000","$3,628,000","$3,332,000","$3,139,000","$2,177,000","$1,938,000","$1,721,000","$2,540,000","$1,473,000","$1,066,000","$921,000","$1,802,000","$1,308,000","$1,128,000","$989,000","$690,000","$456,000","$299,000","$290,000","$4,307,000","$4,127,000","$3,989,000","$3,905,000","$21,592,000","$1,214,000","$1,065,000","$34,000","$3,949,000","$3,735,000","$3,478,000","$3,262,000","$6,665,000","$5,532,000","$4,198,000","$1,942,000","$2,866,000","$1,046,000","$167,000","$91,000","$447,000","$272,000","$116,000","$59,000","$258,000","$232,000","$199,000","$175,000","$360,000","$165,000","$74,000","$46,000",$0,"$199,000","$1,203,000","$1,431,000","$1,000,000","$744,000","$1,051,000","$412,000","$111,000","$144,000"
Interest income: Federal funds sold,regions-bank,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$5,000","$5,000","$5,000","$4,000","$23,000","$8,000","$8,000","$3,000","$27,000","$25,000","$25,000","$23,000","$75,000","$51,000","$45,000","$42,000","$104,000","$62,000","$53,000","$18,000",$0,$0,$0,$0,$0,$0,$0,$0,"$21,000","$21,000","$21,000","$21,000","$1,983,000","$1,117,000","$38,000",$0,"$371,000","$371,000","$366,000","$329,000","$4,434,000","$3,570,000","$2,570,000","$1,690,000","$9,092,000","$6,780,000","$4,514,000","$2,186,000","$4,916,000","$3,030,000","$1,871,000","$1,119,000","$8,129,000","$7,432,000","$6,476,000","$3,895,000","$3,329,000","$3,047,000","$135,000","$92,000","$420,000","$355,000","$264,000","$171,000","$1,687,000","$1,464,000","$6,571,000","$8,133,000","$17,696,000","$13,479,000","$2,220,000","$4,016,000","$2,401,000","$1,221,000"
Other interest income,regions-bank,"$24,000,000","$18,000,000","$9,000,000","$3,000,000","$31,000,000","$23,000,000","$15,000,000","$7,000,000","$22,000,000","$17,000,000","$11,000,000","$6,000,000","$19,000,000","$14,000,000","$10,000,000","$4,000,000","$31,000,000","$24,000,000","$17,000,000","$9,000,000","$33,782,000","$24,279,000","$14,817,000","$6,820,000","$22,193,000","$16,738,000","$11,455,000","$6,258,000","$22,118,000","$15,641,000","$10,815,000","$5,615,000","$35,631,000","$25,159,000","$16,108,000","$7,816,000","$30,680,000","$23,078,000","$15,706,000","$7,767,000","$31,263,000","$23,468,000","$15,618,000","$7,858,000","$32,996,000","$24,670,000","$16,532,000","$8,203,000","$31,865,000","$24,162,000","$16,217,000","$8,236,000","$31,207,000","$23,536,000","$15,594,000","$7,864,000","$30,067,000","$23,090,000","$15,567,000","$8,124,000","$44,330,000","$36,613,000","$25,541,000","$12,345,000","$42,743,000","$31,134,000","$20,373,000","$10,296,000","$33,348,000","$26,267,000","$16,381,000","$9,738,000","$22,730,000","$14,270,000","$6,426,000","$2,707,000","$13,917,000","$10,785,000","$7,498,000","$2,191,000","$9,871,000","$7,583,000","$5,371,000","$2,768,000","$14,956,000","$17,981,000",NA,NA,NA,NA,NA,NA,NA,NA
Total interest expense,regions-bank,"$1,444,000,000","$959,000,000","$518,000,000","$193,000,000","$231,000,000","$108,000,000","$49,000,000","$21,000,000","$99,000,000","$77,000,000","$54,000,000","$28,000,000","$275,000,000","$241,000,000","$194,000,000","$126,000,000","$699,000,000","$553,000,000","$379,000,000","$184,000,000","$478,939,000","$325,620,000","$200,674,000","$94,187,000","$297,488,000","$215,436,000","$139,308,000","$67,887,000","$247,042,000","$184,379,000","$121,341,000","$60,825,000","$216,002,000","$158,192,000","$104,151,000","$55,511,000","$228,469,000","$172,436,000","$117,165,000","$61,192,000","$278,909,000","$214,320,000","$148,118,000","$78,050,000","$432,688,000","$342,541,000","$238,851,000","$126,029,000","$673,557,000","$534,635,000","$372,355,000","$192,791,000","$1,081,682,000","$867,003,000","$622,498,000","$343,895,000","$1,831,517,000","$1,430,916,000","$997,644,000","$520,861,000","$2,472,354,000","$1,871,381,000","$1,285,445,000","$696,339,000","$3,374,471,000","$2,561,377,000","$1,703,776,000","$859,442,000","$2,106,842,000","$1,348,173,000","$844,366,000","$398,484,000","$1,172,373,000","$797,694,000","$443,647,000","$202,932,000","$615,157,000","$439,551,000","$283,901,000","$141,027,000","$684,582,000","$538,645,000","$380,475,000","$199,698,000","$968,890,000","$1,544,740,000","$1,832,981,000","$1,428,463,000","$1,209,908,000","$648,650,000","$406,889,000","$375,263,000","$242,436,000","$184,305,000"
Interest expense: Domestic office deposits,regions-bank,"$1,256,000,000","$806,000,000","$440,000,000","$180,000,000","$197,000,000","$82,000,000","$33,000,000","$13,000,000","$64,000,000","$51,000,000","$36,000,000","$19,000,000","$180,000,000","$157,000,000","$125,000,000","$84,000,000","$440,000,000","$342,000,000","$228,000,000","$107,000,000","$248,688,000","$169,801,000","$105,542,000","$49,126,000","$156,404,000","$114,216,000","$72,140,000","$34,528,000","$117,677,000","$86,567,000","$55,876,000","$27,620,000","$111,516,000","$84,628,000","$56,926,000","$28,755,000","$109,071,000","$80,936,000","$53,330,000","$27,548,000","$136,804,000","$107,354,000","$76,515,000","$42,086,000","$286,329,000","$232,837,000","$165,899,000","$89,366,000","$471,568,000","$376,491,000","$264,699,000","$138,738,000","$754,236,000","$602,339,000","$435,069,000","$241,603,000","$1,273,738,000","$994,940,000","$694,554,000","$365,030,000","$1,631,497,000","$1,229,901,000","$856,799,000","$460,370,000","$2,315,922,000","$1,783,843,000","$1,200,203,000","$598,572,000","$1,463,270,000","$940,268,000","$589,604,000","$277,661,000","$762,315,000","$501,351,000","$264,935,000","$112,241,000","$337,692,000","$238,848,000","$153,611,000","$76,509,000","$397,094,000","$318,597,000","$233,011,000","$126,478,000","$608,160,000","$966,487,000","$1,169,106,000","$990,522,000","$979,687,000","$509,617,000","$305,202,000","$285,500,000","$213,173,000","$172,940,000"
Interest expense: Foreign office deposits,regions-bank,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$8,000,000","$8,000,000","$5,000,000","$1,000,000","$1,680,000","$892,000","$360,000","$93,000","$154,000","$153,000","$128,000","$84,000","$333,000","$221,000","$125,000","$62,000","$258,000","$193,000","$198,000","$97,000","$399,000","$299,000","$194,000","$97,000","$347,000","$243,000","$159,000","$96,000","$395,000","$302,000","$213,000","$116,000","$11,702,000","$10,021,000","$8,072,000","$4,527,000","$23,294,000","$17,527,000","$11,374,000","$5,414,000","$15,686,000","$10,366,000","$6,890,000","$3,352,000","$129,073,000","$117,299,000","$91,338,000","$56,045,000","$391,833,000","$284,242,000","$178,961,000","$94,641,000","$256,681,000","$172,317,000","$99,741,000","$45,795,000","$144,896,000","$103,433,000","$61,413,000","$28,937,000","$53,360,000","$34,533,000","$18,554,000","$8,795,000","$37,524,000","$28,054,000","$18,973,000","$9,417,000","$50,811,000","$180,375,000","$207,822,000","$71,920,000","$42,350,000","$30,888,000","$22,145,000","$18,107,000","$80,000",NA
Interest expense: Federal funds purchased,regions-bank,"$1,000,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,000,000","$1,000,000","$1,000,000","$1,000,000","$5,000,000","$5,000,000","$4,000,000","$2,000,000","$2,720,000","$1,323,000","$562,000","$371,000","$122,000",$0,$0,$0,$0,$0,$0,$0,"$276,000","$273,000","$259,000","$214,000","$1,571,000","$1,130,000","$839,000","$399,000","$1,679,000","$1,304,000","$943,000","$425,000","$1,723,000","$802,000","$67,000","$-139,000","$-1,128,000","$1,580,000","$1,328,000","$685,000","$2,083,000","$1,572,000","$975,000","$505,000","$8,832,000","$4,729,000","$4,157,000","$2,091,000","$102,387,000","$94,303,000","$66,619,000","$39,806,000","$290,649,000","$221,045,000","$147,280,000","$76,448,000","$174,495,000","$102,528,000","$61,827,000","$28,682,000","$81,370,000","$53,873,000","$27,127,000","$16,963,000","$38,737,000","$23,911,000","$12,589,000","$6,425,000","$25,555,000","$19,797,000","$13,396,000","$6,301,000","$25,041,000","$50,508,000","$149,078,000","$143,357,000","$62,903,000","$95,994,000","$52,883,000","$56,477,000","$24,931,000","$7,054,000"
"Interest Expense:Demand notes, US treasury & other",regions-bank,"$154,000,000","$128,000,000","$62,000,000","$5,000,000","$1,000,000","$1,000,000",$0,$0,"$3,000,000","$2,000,000","$2,000,000","$1,000,000","$62,000,000","$59,000,000","$52,000,000","$33,000,000","$214,000,000","$174,000,000","$126,000,000","$66,000,000","$179,303,000","$115,185,000","$63,889,000","$27,054,000","$60,557,000","$44,107,000","$29,048,000","$14,307,000","$53,054,000","$40,634,000","$27,352,000","$14,175,000","$22,089,000","$10,302,000","$2,965,000","$1,268,000","$13,585,000","$12,194,000","$10,887,000","$7,192,000","$34,827,000","$26,120,000","$17,321,000","$8,555,000","$35,978,000","$27,288,000","$18,427,000","$9,502,000","$109,525,000","$91,570,000","$63,665,000","$31,475,000","$246,084,000","$203,932,000","$147,576,000","$82,648,000","$470,908,000","$371,947,000","$257,872,000","$132,670,000","$500,686,000","$352,677,000","$223,506,000","$115,270,000","$272,237,000","$198,218,000","$133,382,000","$68,102,000","$178,664,000","$115,926,000","$81,766,000","$40,628,000","$172,568,000","$132,291,000","$87,904,000","$43,645,000","$180,786,000","$138,822,000","$96,848,000","$48,152,000","$219,827,000","$168,760,000","$112,804,000","$56,356,000","$284,878,000","$347,370,000","$306,975,000","$222,664,000","$124,968,000","$12,151,000","$26,659,000","$15,179,000","$4,252,000","$4,311,000"
Interest Expense: Subordinated notes and debenture,regions-bank,"$33,000,000","$25,000,000","$16,000,000","$8,000,000","$33,000,000","$25,000,000","$16,000,000","$8,000,000","$32,000,000","$24,000,000","$16,000,000","$8,000,000","$32,000,000","$24,000,000","$16,000,000","$8,000,000","$32,000,000","$24,000,000","$16,000,000","$8,000,000","$46,548,000","$38,419,000","$30,321,000","$17,543,000","$80,251,000","$56,960,000","$37,992,000","$18,968,000","$75,978,000","$56,957,000","$37,988,000","$18,968,000","$81,863,000","$62,796,000","$43,803,000","$25,177,000","$103,843,000","$77,877,000","$51,915,000","$25,956,000","$105,252,000","$79,299,000","$53,180,000","$26,888,000","$108,263,000","$81,312,000","$54,245,000","$27,184,000","$81,890,000","$54,973,000","$34,591,000","$17,366,000","$55,985,000","$41,633,000","$27,504,000","$13,725,000","$62,353,000","$48,934,000","$34,171,000","$17,718,000","$108,711,000","$77,201,000","$47,183,000","$24,848,000","$103,830,000","$74,029,000","$43,950,000","$21,679,000","$33,732,000","$17,134,000","$11,428,000","$5,718,000","$11,224,000","$6,746,000","$2,268,000","$1,146,000","$4,582,000","$3,437,000","$2,299,000","$1,146,000","$4,582,000","$3,437,000","$2,291,000","$1,146,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
Trading account gains and fees,regions-bank,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$49,000,000","$35,000,000","$24,000,000","$-21,000,000","$23,000,000","$10,000,000","$7,000,000","$5,000,000","$40,417,000","$34,563,000","$22,768,000","$11,693,000","$27,167,000","$20,567,000","$13,364,000","$6,324,000","$26,618,000","$15,054,000","$9,189,000","$5,878,000","$26,728,000","$20,016,000","$14,447,000","$8,739,000","$26,002,000","$19,753,000","$11,993,000","$5,100,000","$42,056,000","$34,033,000","$19,682,000","$13,406,000","$39,444,000","$33,680,000","$14,938,000","$6,546,000","$15,748,000","$8,578,000","$14,336,000","$13,127,000","$18,137,000","$1,514,000","$12,563,000","$-6,849,000","$-11,881,000","$6,678,000","$11,049,000","$24,749,000","$-25,734,000","$4,428,000","$15,727,000","$561,000","$29,599,000","$26,988,000","$12,266,000","$6,487,000","$36,512,000","$24,655,000","$16,966,000","$7,258,000","$25,411,000","$19,215,000","$12,020,000","$3,136,000","$3,526,000","$726,000","$1,866,000","$1,344,000","$20,947,000","$16,557,000","$14,209,000","$5,759,000","$15,057,000","$8,372,000","$534,000","$1,214,000","$338,000","$2,095,000","$8,689,000","$6,313,000","$6,607,000","$6,830,000"
Interest rate exposures,regions-bank,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$36,000,000","$28,000,000","$21,000,000","$-13,000,000","$9,000,000",$0,$0,"$2,000,000","$27,050,000","$23,230,000","$16,136,000","$8,988,000","$14,652,000","$10,913,000","$7,037,000","$2,924,000","$13,620,000","$5,323,000","$2,472,000","$2,705,000","$13,327,000","$9,787,000","$7,781,000","$5,316,000","$13,695,000","$10,728,000","$6,117,000","$2,595,000","$29,061,000","$24,028,000","$12,179,000","$10,298,000","$24,005,000","$21,565,000","$7,875,000","$68,000","$7,202,000","$2,092,000","$4,511,000","$6,408,000","$11,054,000","$-533,000","$10,682,000","$-6,986,000","$-30,270,000","$-10,438,000","$-159,000","$28,550,000","$-34,010,000","$-2,508,000","$10,982,000","$-1,949,000","$26,837,000","$25,426,000","$11,440,000","$5,795,000","$35,911,000","$24,655,000","$16,966,000","$7,258,000","$25,411,000","$19,215,000","$12,020,000","$3,136,000","$3,527,000","$726,000","$1,866,000","$1,344,000","$20,947,000","$16,557,000","$14,209,000","$5,759,000","$15,057,000","$8,372,000","$534,000","$1,214,000","$338,000","$2,095,000","$8,689,000",$0,NA,NA
Foreign exchange exposures,regions-bank,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$11,000,000","$8,000,000","$5,000,000","$3,000,000","$13,000,000","$10,000,000","$6,000,000","$3,000,000","$11,076,000","$8,086,000","$5,379,000","$2,637,000","$11,299,000","$8,698,000","$5,706,000","$2,973,000","$11,786,000","$8,813,000","$5,896,000","$2,472,000","$10,617,000","$7,877,000","$5,157,000","$2,570,000","$10,779,000","$7,995,000","$5,060,000","$2,377,000","$10,983,000","$8,221,000","$6,013,000","$2,461,000","$8,330,000","$5,373,000","$3,660,000","$2,334,000","$8,065,000","$6,321,000","$4,398,000","$2,434,000","$5,115,000","$2,889,000","$1,396,000","$-407,000","$14,709,000","$12,317,000","$11,159,000","$867,000","$8,274,000","$6,937,000","$4,746,000","$2,510,000","$2,761,000","$1,562,000","$826,000","$692,000","$601,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,NA,NA
Equity security and index exposures,regions-bank,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$4,832,000","$4,987,000","$2,289,000","$3,596,000","$-1,555,000","$-1,466,000","$4,398,000","$3,719,000","$1,968,000","$-843,000","$485,000","$544,000","$3,680,000","$4,799,000","$50,000","$-4,669,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,NA,NA
Commondity and other exposures,regions-bank,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,000,000","$1,000,000","$1,000,000",$0,"$1,000,000","$1,000,000","$1,000,000",$0,"$639,000","$511,000","$391,000","$175,000","$844,000","$557,000","$486,000","$377,000","$1,192,000","$943,000","$813,000","$583,000","$978,000","$731,000","$519,000","$441,000","$1,184,000","$835,000","$664,000","$264,000","$1,499,000","$981,000","$800,000","$543,000","$1,532,000","$1,268,000","$936,000","$495,000","$1,338,000","$1,015,000","$683,000","$263,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,NA,NA
Trading revenues on credit exposures,regions-bank,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,000,000","$-2,000,000","$-3,000,000","$-11,000,000",$0,"$-1,000,000",$0,$0,"$1,652,000","$2,736,000","$863,000","$-107,000","$372,000","$399,000","$135,000","$50,000","$20,000","$-25,000","$8,000","$118,000","$1,806,000","$1,621,000","$990,000","$412,000","$344,000","$195,000","$152,000","$-137,000","$513,000","$802,000","$690,000","$103,000","$745,000","$487,000","$178,000","$54,000","$698,000","$616,000","$347,000","$303,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Additional Noninterest Income,regions-bank,"$1,231,000,000","$910,000,000","$592,000,000","$268,000,000","$1,418,000,000","$1,081,000,000","$728,000,000","$337,000,000","$1,410,000,000","$1,081,000,000","$720,000,000","$373,000,000","$1,264,000,000","$916,000,000","$569,000,000","$283,000,000","$1,089,000,000","$814,000,000","$524,000,000","$250,000,000","$1,003,072,000","$761,760,000","$512,342,000","$249,928,000","$1,034,898,000","$768,993,000","$524,863,000","$261,583,000","$1,109,170,000","$858,566,000","$518,610,000","$268,849,000","$888,366,000","$619,705,000","$382,808,000","$182,236,000","$884,731,000","$689,708,000","$457,023,000","$234,738,000","$948,737,000","$685,125,000","$466,436,000","$219,397,000","$1,012,847,000","$751,938,000","$494,618,000","$232,593,000","$753,612,000","$567,987,000","$351,825,000","$195,834,000","$796,896,000","$554,801,000","$383,040,000","$189,928,000","$1,344,143,000","$1,133,476,000","$980,746,000","$502,527,000","$641,516,000","$577,984,000","$439,194,000","$226,246,000","$663,609,000","$535,530,000","$392,595,000","$187,822,000","$368,343,000","$285,206,000","$205,493,000","$92,149,000","$416,585,000","$292,881,000","$135,931,000","$47,628,000","$314,189,000","$261,510,000","$179,609,000","$65,223,000","$287,581,000","$218,477,000","$139,896,000","$89,040,000","$342,234,000","$263,849,000","$386,555,000","$286,174,000","$246,600,000","$128,069,000","$109,917,000","$76,042,000","$69,254,000","$61,822,000"
"Investment banking, advisory, brokerage, and underwriting fees and commissions",regions-bank,"$30,000,000","$23,000,000","$14,000,000","$7,000,000","$28,000,000","$22,000,000","$15,000,000","$8,000,000","$33,000,000","$25,000,000","$16,000,000","$8,000,000","$25,000,000","$19,000,000","$12,000,000","$7,000,000","$23,000,000","$16,000,000","$10,000,000","$5,000,000","$22,096,000","$17,204,000","$11,520,000","$16,084,000","$59,993,000","$45,422,000","$31,157,000","$15,900,000","$58,162,000","$45,324,000","$30,873,000","$15,939,000","$54,303,000","$39,626,000","$24,876,000","$11,846,000","$42,198,000","$32,111,000","$20,892,000","$10,179,000","$33,266,000","$25,158,000","$15,781,000","$7,004,000","$26,727,000","$19,651,000","$13,420,000","$5,646,000","$27,486,000","$23,383,000","$16,458,000","$8,876,000","$30,643,000","$25,233,000","$17,304,000","$7,683,000","$31,615,000","$25,186,000","$17,475,000","$8,686,000","$27,601,000","$30,520,000","$13,681,000","$6,146,000","$9,148,000","$8,430,000","$7,818,000","$7,412,000","$9,113,000","$138,000","$20,000","$10,000","$80,000","$70,000","$57,000","$54,000","$325,000","$223,000","$148,000","$101,000","$390,000","$315,000","$219,000","$79,000","$268,000","$11,995,000",NA,NA,NA,NA,NA,NA,NA,NA
Venture capital revenue,regions-bank,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,NA,NA,NA,NA,NA,NA,NA,NA
Net servicing fees,regions-bank,"$157,000,000","$123,000,000","$71,000,000","$27,000,000","$174,000,000","$145,000,000","$102,000,000","$38,000,000","$156,000,000","$122,000,000","$95,000,000","$62,000,000","$152,000,000","$116,000,000","$79,000,000","$38,000,000","$129,000,000","$88,000,000","$41,000,000","$19,000,000","$126,842,000","$91,973,000","$65,094,000","$33,181,000","$124,799,000","$90,024,000","$63,087,000","$29,448,000","$125,980,000","$89,728,000","$62,552,000","$31,483,000","$115,339,000","$83,432,000","$57,393,000","$24,588,000","$104,187,000","$82,592,000","$54,958,000","$27,920,000","$154,356,000","$117,080,000","$84,675,000","$38,985,000","$198,283,000","$144,060,000","$95,517,000","$49,143,000","$164,547,000","$123,920,000","$84,816,000","$33,388,000","$205,253,000","$166,445,000","$112,061,000","$66,194,000","$242,187,000","$189,596,000","$112,331,000","$35,082,000","$-22,630,000","$61,892,000","$51,784,000","$-30,557,000","$34,962,000","$45,246,000","$50,719,000","$4,720,000","$-154,000","$21,775,000","$26,020,000","$11,808,000","$41,807,000","$20,651,000","$-10,388,000","$-531,000","$55,733,000","$40,389,000","$35,825,000","$-6,617,000","$12,122,000","$7,753,000","$-15,691,000","$2,736,000","$58,959,000","$68,331,000",NA,NA,NA,NA,NA,NA,NA,NA
Net securitization income,regions-bank,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$3,255,000","$6,830,000","$6,830,000","$6,830,000","$7,489,000",$0,NA,NA,NA,NA,NA,NA,NA,NA
